PC1,PC2,PC3,PC4,PC5,PC6
1.7285410958354597,-0.8334451340203677,0.3843628934326776,-0.4298971609062469,-0.11807013920932213,0.48650282117846355
0.3128349726296882,2.5315374618764763,-0.6152735907737753,-0.9124514408635693,-0.8450629517362063,0.0048565308878742094
-1.1973175003770422,-0.8838040689206825,1.1779090336539706,1.1729509815880041,-1.072884576539173,-1.8988188020788779
0.904752421481189,0.002158236288499702,0.23640253764527513,-1.3548370044829605,-0.4414979594510943,-0.780312915025788
1.498610805695931,-0.5267798819555815,0.7876911334586341,-0.0886563564003493,-0.2750363298082364,0.36726921079463726
-0.11124082071895962,-0.6790448553633133,1.205585156634608,-0.39239566743281634,0.7538850821687394,0.9665964370642124
-4.955171790846433,-1.9427521930636782,-1.6268826245994914,0.21328728757503224,-1.4913199965967772,-1.153054733080727
0.25011828337171943,-0.9081391939240985,1.0637227587920375,0.3969335158909941,0.10535615360652595,0.4591974145986401
0.502291347079298,-0.4339699599868913,0.7909430163299904,-0.3547995181120795,-0.5670602717710542,-0.3510880467474106
0.5975437254817577,-0.5124614423331668,-0.27949656349025426,-1.6878684359789422,-0.9575309202054403,-1.3409067400247388
-0.030624702833403034,-0.9941042973595352,1.2059981229275845,0.13350486351105623,0.6709563461918502,0.9523715681337515
0.8879182535863581,-0.8537821339085819,0.36719698456617134,-0.27634694128601867,-0.29135465096857655,-0.04250027504914001
-1.0465424070173606,-1.4257488875370807,0.49315986060729783,0.5270391548034097,0.06177325308411635,0.40170676301005154
-1.3121405460155349,-1.0320842309008857,0.4783363140927203,-0.24354731354313497,-0.0289252149479389,0.23965330929263753
1.279915291660433,0.38776919214210853,1.0472374761124748,-0.4451166696716598,-0.20916536318292592,0.11190299236159088
-1.329009336912493,1.7301635273253209,1.2614582332915174,-0.9221568796627233,0.3015488747863451,-0.11674314522048787
1.722438257460269,1.262412541598845,-0.8554973194275994,0.43768811145796127,1.8219134787882096,-1.0894214470210326
